-232.875046 -195.023834 304.165192
75.909882 72.471199 -63.322002
27.510853 168.673004 -88.170784
-42.987175 121.053696 226.855255
-217.125626 -92.012604 348.581177
24.179733 48.109959 32.949547
-69.472679 102.240784 314.587677
-93.509041 97.007317 317.324036
1.822608 224.794220 -86.771904
-59.943913 209.495712 51.514694
-188.690613 -142.500885 269.926331
4.333679 289.433716 -52.231693
-185.334442 66.185555 284.850861
-104.491722 -146.633682 175.667618
10.656044 140.586426 -58.261562
-190.131088 -149.750320 240.900406
-0.492843 -18.098997 84.936722
-99.049675 47.332932 171.647110
-68.087639 225.408127 63.570576
-96.896835 57.359989 363.338715
-91.100250 224.614609 161.298615
-15.343647 7.736956 68.617241
21.847965 253.484085 55.599854
-234.285278 -204.616699 297.463867
-127.145279 35.619217 409.604523
-265.271698 -137.109772 355.833557
-64.457848 212.734589 70.544632
-104.312912 -4.288430 334.520355
-152.117783 78.184006 338.609314
1.822872 112.059700 -5.356368
-81.870560 -40.210907 107.663734
-55.765755 -161.604523 216.241302
108.090996 56.312447 -64.549934
-227.251846 -202.567078 307.215546
-91.707382 -4.567979 105.056808
-158.036514 26.784214 231.255905
-274.184448 -166.077194 345.311371
80.609116 25.986368 -17.831182
-287.209106 -88.325111 373.640686
-20.025759 -70.605186 123.083282
-146.082428 124.156494 239.815781
-97.446236 214.822403 86.990852
-157.193619 102.654663 292.458832
-85.805916 53.916451 344.348755
-127.081726 -144.350220 178.562836
-156.195267 129.396652 267.664307
-218.655579 -23.589025 301.503998
-81.519699 251.481644 95.233047
-259.455902 -143.536758 325.467163
-66.619125 132.627701 213.052505
-154.069153 28.780466 240.547729
27.440588 45.783791 12.735820
-49.980232 -40.330914 79.619987
102.685066 30.669172 -60.549290
-17.783619 66.675949 66.657066
80.617256 26.436127 -30.334135
-133.529953 86.735641 197.676636
1.300704 301.412201 -91.916779
-144.393478 -65.795471 349.179382
-233.528580 -32.735184 394.108002
37.746738 -48.545448 67.650902
-175.311859 -40.079800 356.198303
36.037586 235.563095 -74.654907
-88.106964 87.369072 128.211807
-92.693092 70.913300 149.087662
-193.227280 -38.130836 328.204620
-115.807495 -178.520874 243.617462
-109.733299 84.826790 143.689728
-70.912407 145.164566 125.304016
-126.791870 41.588459 149.178223
-246.520493 -37.982304 418.211426
-125.647400 89.786346 242.048401
39.463070 -93.621742 78.205643
-15.393240 63.902653 1.169555
72.672142 147.531860 -129.506775
-157.268875 157.107269 209.800812
-227.694183 -11.437168 357.437836
-9.055014 146.463104 135.624908
-88.799904 105.956863 110.342255
-172.747086 -98.224899 230.234131
54.623997 40.351799 -3.944351
